Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM3631473,EXP1_COL06_ROW25,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439821,SRX5439821,Kemal Marc Akat,8-Mar-19
GSM3631474,EXP1_COL06_ROW29,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439822,SRX5439822,Kemal Marc Akat,8-Mar-19
GSM3631475,EXP1_COL06_ROW30,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439823,SRX5439823,Kemal Marc Akat,8-Mar-19
GSM3631476,EXP1_COL06_ROW31,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439824,SRX5439824,Kemal Marc Akat,8-Mar-19
GSM3631477,EXP1_COL06_ROW33,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439825,SRX5439825,Kemal Marc Akat,8-Mar-19
GSM3631478,EXP1_COL06_ROW35,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439826,SRX5439826,Kemal Marc Akat,8-Mar-19
GSM3631479,EXP1_COL06_ROW38,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439827,SRX5439827,Kemal Marc Akat,8-Mar-19
GSM3631480,EXP1_COL06_ROW39,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439828,SRX5439828,Kemal Marc Akat,8-Mar-19
GSM3631481,EXP1_COL06_ROW40,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439829,SRX5439829,Kemal Marc Akat,8-Mar-19
GSM3631482,EXP1_COL07_ROW04,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439830,SRX5439830,Kemal Marc Akat,8-Mar-19
GSM3631483,EXP1_COL07_ROW05,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439831,SRX5439831,Kemal Marc Akat,8-Mar-19
GSM3631484,EXP1_COL07_ROW06,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439832,SRX5439832,Kemal Marc Akat,8-Mar-19
GSM3631485,EXP1_COL07_ROW08,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439833,SRX5439833,Kemal Marc Akat,8-Mar-19
GSM3631486,EXP1_COL07_ROW09,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439834,SRX5439834,Kemal Marc Akat,8-Mar-19
GSM3631487,EXP1_COL07_ROW11,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439835,SRX5439835,Kemal Marc Akat,8-Mar-19
GSM3631488,EXP1_COL07_ROW13,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439836,SRX5439836,Kemal Marc Akat,8-Mar-19
GSM3631489,EXP1_COL07_ROW14,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439837,SRX5439837,Kemal Marc Akat,8-Mar-19
GSM3631490,EXP1_COL07_ROW15,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439838,SRX5439838,Kemal Marc Akat,8-Mar-19
GSM3631491,EXP1_COL07_ROW16,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439839,SRX5439839,Kemal Marc Akat,8-Mar-19
GSM3631492,EXP1_COL07_ROW18,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439840,SRX5439840,Kemal Marc Akat,8-Mar-19
GSM3631493,EXP1_COL07_ROW19,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439841,SRX5439841,Kemal Marc Akat,8-Mar-19
GSM3631494,EXP1_COL07_ROW20,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439842,SRX5439842,Kemal Marc Akat,8-Mar-19
GSM3631495,EXP1_COL07_ROW21,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439843,SRX5439843,Kemal Marc Akat,8-Mar-19
GSM3631496,EXP1_COL07_ROW25,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439844,SRX5439844,Kemal Marc Akat,8-Mar-19
GSM3631497,EXP1_COL07_ROW27,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439845,SRX5439845,Kemal Marc Akat,8-Mar-19
GSM3631498,EXP1_COL07_ROW29,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439846,SRX5439846,Kemal Marc Akat,8-Mar-19
GSM3631499,EXP1_COL07_ROW30,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439847,SRX5439847,Kemal Marc Akat,8-Mar-19
GSM3631500,EXP1_COL07_ROW31,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439848,SRX5439848,Kemal Marc Akat,8-Mar-19
GSM3631501,EXP1_COL07_ROW32,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439849,SRX5439849,Kemal Marc Akat,8-Mar-19
GSM3631502,EXP1_COL07_ROW33,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439850,SRX5439850,Kemal Marc Akat,8-Mar-19
GSM3631503,EXP1_COL07_ROW34,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439851,SRX5439851,Kemal Marc Akat,8-Mar-19
GSM3631504,EXP1_COL07_ROW35,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439852,SRX5439852,Kemal Marc Akat,8-Mar-19
GSM3631505,EXP1_COL07_ROW38,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439853,SRX5439853,Kemal Marc Akat,8-Mar-19
GSM3631506,EXP1_COL08_ROW02,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439854,SRX5439854,Kemal Marc Akat,8-Mar-19
GSM3631507,EXP1_COL08_ROW04,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439855,SRX5439855,Kemal Marc Akat,8-Mar-19
GSM3631508,EXP1_COL08_ROW06,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439856,SRX5439856,Kemal Marc Akat,8-Mar-19
GSM3631509,EXP1_COL08_ROW07,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439857,SRX5439857,Kemal Marc Akat,8-Mar-19
GSM3631510,EXP1_COL08_ROW08,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439858,SRX5439858,Kemal Marc Akat,8-Mar-19
GSM3631511,EXP1_COL08_ROW10,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439859,SRX5439859,Kemal Marc Akat,8-Mar-19
GSM3631512,EXP1_COL08_ROW11,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439860,SRX5439860,Kemal Marc Akat,8-Mar-19
GSM3631513,EXP1_COL08_ROW12,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439861,SRX5439861,Kemal Marc Akat,8-Mar-19
GSM3631514,EXP1_COL08_ROW16,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439862,SRX5439862,Kemal Marc Akat,8-Mar-19
GSM3631515,EXP1_COL08_ROW19,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439863,SRX5439863,Kemal Marc Akat,8-Mar-19
GSM3631516,EXP1_COL08_ROW20,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439864,SRX5439864,Kemal Marc Akat,8-Mar-19
GSM3631517,EXP1_COL08_ROW24,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439865,SRX5439865,Kemal Marc Akat,8-Mar-19
GSM3631518,EXP1_COL08_ROW27,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439866,SRX5439866,Kemal Marc Akat,8-Mar-19
GSM3631519,EXP1_COL08_ROW30,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439867,SRX5439867,Kemal Marc Akat,8-Mar-19
GSM3631520,EXP1_COL08_ROW31,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439868,SRX5439868,Kemal Marc Akat,8-Mar-19
GSM3631521,EXP1_COL08_ROW35,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439869,SRX5439869,Kemal Marc Akat,8-Mar-19
GSM3631522,EXP1_COL08_ROW36,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439870,SRX5439870,Kemal Marc Akat,8-Mar-19
GSM3631523,EXP1_COL08_ROW37,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439871,SRX5439871,Kemal Marc Akat,8-Mar-19
GSM3631524,EXP1_COL08_ROW39,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439872,SRX5439872,Kemal Marc Akat,8-Mar-19
GSM3631525,EXP1_COL09_ROW01,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439873,SRX5439873,Kemal Marc Akat,8-Mar-19
GSM3631526,EXP1_COL09_ROW02,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439874,SRX5439874,Kemal Marc Akat,8-Mar-19
GSM3631527,EXP1_COL09_ROW05,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439875,SRX5439875,Kemal Marc Akat,8-Mar-19
GSM3631528,EXP1_COL09_ROW06,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439876,SRX5439876,Kemal Marc Akat,8-Mar-19
GSM3631529,EXP1_COL09_ROW07,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439877,SRX5439877,Kemal Marc Akat,8-Mar-19
GSM3631530,EXP1_COL09_ROW14,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439878,SRX5439878,Kemal Marc Akat,8-Mar-19
GSM3631531,EXP1_COL09_ROW19,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439879,SRX5439879,Kemal Marc Akat,8-Mar-19
GSM3631532,EXP1_COL09_ROW27,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439880,SRX5439880,Kemal Marc Akat,8-Mar-19
GSM3631533,EXP1_COL09_ROW29,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439881,SRX5439881,Kemal Marc Akat,8-Mar-19
GSM3631534,EXP1_COL09_ROW30,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439882,SRX5439882,Kemal Marc Akat,8-Mar-19
GSM3631535,EXP1_COL09_ROW31,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439883,SRX5439883,Kemal Marc Akat,8-Mar-19
GSM3631536,EXP1_COL09_ROW32,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439884,SRX5439884,Kemal Marc Akat,8-Mar-19
GSM3631537,EXP1_COL09_ROW33,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439885,SRX5439885,Kemal Marc Akat,8-Mar-19
GSM3631538,EXP1_COL09_ROW34,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439886,SRX5439886,Kemal Marc Akat,8-Mar-19
GSM3631539,EXP1_COL09_ROW36,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439887,SRX5439887,Kemal Marc Akat,8-Mar-19
GSM3631540,EXP1_COL09_ROW37,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439888,SRX5439888,Kemal Marc Akat,8-Mar-19
GSM3631541,EXP1_COL10_ROW03,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439889,SRX5439889,Kemal Marc Akat,8-Mar-19
GSM3631542,EXP1_COL10_ROW05,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439890,SRX5439890,Kemal Marc Akat,8-Mar-19
GSM3631543,EXP1_COL10_ROW07,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439891,SRX5439891,Kemal Marc Akat,8-Mar-19
GSM3631544,EXP1_COL10_ROW08,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439892,SRX5439892,Kemal Marc Akat,8-Mar-19
GSM3631545,EXP1_COL10_ROW16,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439893,SRX5439893,Kemal Marc Akat,8-Mar-19
GSM3631546,EXP1_COL10_ROW21,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439894,SRX5439894,Kemal Marc Akat,8-Mar-19
GSM3631547,EXP1_COL10_ROW24,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439895,SRX5439895,Kemal Marc Akat,8-Mar-19
GSM3631548,EXP1_COL10_ROW31,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439896,SRX5439896,Kemal Marc Akat,8-Mar-19
GSM3631549,EXP1_COL10_ROW40,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439897,SRX5439897,Kemal Marc Akat,8-Mar-19
GSM3631550,EXP1_COL11_ROW04,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439898,SRX5439898,Kemal Marc Akat,8-Mar-19
GSM3631551,EXP1_COL11_ROW05,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439899,SRX5439899,Kemal Marc Akat,8-Mar-19
GSM3631552,EXP1_COL11_ROW06,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439900,SRX5439900,Kemal Marc Akat,8-Mar-19
GSM3631553,EXP1_COL11_ROW07,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439901,SRX5439901,Kemal Marc Akat,8-Mar-19
GSM3631554,EXP1_COL11_ROW08,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439902,SRX5439902,Kemal Marc Akat,8-Mar-19
GSM3631555,EXP1_COL11_ROW10,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439903,SRX5439903,Kemal Marc Akat,8-Mar-19
GSM3631556,EXP1_COL11_ROW12,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439904,SRX5439904,Kemal Marc Akat,8-Mar-19
GSM3631557,EXP1_COL11_ROW13,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439905,SRX5439905,Kemal Marc Akat,8-Mar-19
GSM3631558,EXP1_COL11_ROW20,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439906,SRX5439906,Kemal Marc Akat,8-Mar-19
GSM3631559,EXP1_COL11_ROW21,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439907,SRX5439907,Kemal Marc Akat,8-Mar-19
GSM3631560,EXP1_COL11_ROW22,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439908,SRX5439908,Kemal Marc Akat,8-Mar-19
GSM3631561,EXP1_COL11_ROW24,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439909,SRX5439909,Kemal Marc Akat,8-Mar-19
GSM3631562,EXP1_COL11_ROW28,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439910,SRX5439910,Kemal Marc Akat,8-Mar-19
GSM3631563,EXP1_COL11_ROW34,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439911,SRX5439911,Kemal Marc Akat,8-Mar-19
GSM3631564,EXP1_COL11_ROW37,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439912,SRX5439912,Kemal Marc Akat,8-Mar-19
GSM3631565,EXP1_COL11_ROW39,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439913,SRX5439913,Kemal Marc Akat,8-Mar-19
GSM3631566,EXP1_COL12_ROW01,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439914,SRX5439914,Kemal Marc Akat,8-Mar-19
GSM3631567,EXP1_COL12_ROW02,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439915,SRX5439915,Kemal Marc Akat,8-Mar-19
GSM3631568,EXP1_COL12_ROW04,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439916,SRX5439916,Kemal Marc Akat,8-Mar-19
GSM3631569,EXP1_COL12_ROW05,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439917,SRX5439917,Kemal Marc Akat,8-Mar-19
GSM3631570,EXP1_COL12_ROW07,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439918,SRX5439918,Kemal Marc Akat,8-Mar-19
GSM3631571,EXP1_COL12_ROW09,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439919,SRX5439919,Kemal Marc Akat,8-Mar-19
GSM3631572,EXP1_COL12_ROW13,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439920,SRX5439920,Kemal Marc Akat,8-Mar-19
GSM3631573,EXP1_COL12_ROW14,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439921,SRX5439921,Kemal Marc Akat,8-Mar-19
GSM3631574,EXP1_COL12_ROW15,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439922,SRX5439922,Kemal Marc Akat,8-Mar-19
GSM3631575,EXP1_COL12_ROW16,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439923,SRX5439923,Kemal Marc Akat,8-Mar-19
GSM3631576,EXP1_COL12_ROW17,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439924,SRX5439924,Kemal Marc Akat,8-Mar-19
GSM3631577,EXP1_COL12_ROW18,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439925,SRX5439925,Kemal Marc Akat,8-Mar-19
GSM3631578,EXP1_COL12_ROW19,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439926,SRX5439926,Kemal Marc Akat,8-Mar-19
GSM3631579,EXP1_COL12_ROW21,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439927,SRX5439927,Kemal Marc Akat,8-Mar-19
GSM3631580,EXP1_COL12_ROW22,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439928,SRX5439928,Kemal Marc Akat,8-Mar-19
GSM3631581,EXP1_COL12_ROW23,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439929,SRX5439929,Kemal Marc Akat,8-Mar-19
GSM3631582,EXP1_COL12_ROW24,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439930,SRX5439930,Kemal Marc Akat,8-Mar-19
GSM3631583,EXP1_COL12_ROW25,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439931,SRX5439931,Kemal Marc Akat,8-Mar-19
GSM3631584,EXP1_COL12_ROW27,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439932,SRX5439932,Kemal Marc Akat,8-Mar-19
GSM3631585,EXP1_COL12_ROW34,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439933,SRX5439933,Kemal Marc Akat,8-Mar-19
GSM3631586,EXP1_COL12_ROW36,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439934,SRX5439934,Kemal Marc Akat,8-Mar-19
GSM3631587,EXP1_COL13_ROW03,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439935,SRX5439935,Kemal Marc Akat,8-Mar-19
GSM3631588,EXP1_COL13_ROW09,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439936,SRX5439936,Kemal Marc Akat,8-Mar-19
GSM3631589,EXP1_COL13_ROW10,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439937,SRX5439937,Kemal Marc Akat,8-Mar-19
GSM3631590,EXP1_COL13_ROW11,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439938,SRX5439938,Kemal Marc Akat,8-Mar-19
GSM3631591,EXP1_COL13_ROW12,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5439939,SRX5439939,Kemal Marc Akat,8-Mar-19
